agent,kind,risk,dose,configured_dose,outcome,paired_n,mean_delta,ci_low,ci_high,permutation_p_value,q_value,cohens_d
glm:glm-5,fake_rejections,none,0.25,0.25,max_drawdown,10,0.0001776111728254277,0.0,0.0004939420829343547,0.25,0.6575342465753424,0.35853865976754595
glm:glm-5,fake_rejections,none,0.75,0.75,max_drawdown,30,2.997383305198457e-05,-0.00037670198418129853,0.000448513991093285,0.8990504747626187,1.0,0.025443885026088155
glm:glm-5,fake_violations,max-position,0.25,0.25,max_drawdown,10,3.5440206081634606e-05,-0.0001471668829614655,0.0002199282828496314,0.75,0.9795918367346939,0.11580085537997971
glm:glm-5,fake_violations,max-position,0.75,0.75,max_drawdown,30,-0.00010277106212176597,-0.0003941634988214167,0.00013625558854120584,0.5207396301849075,0.8579710144927536,-0.13580799440098057
glm:glm-5,fake_violations,none,0.25,0.25,max_drawdown,10,0.00017668303550179748,0.0,0.0004976055598317041,0.5,0.8421052631578947,0.350348374199861
glm:glm-5,fake_violations,none,0.75,0.75,max_drawdown,30,-3.689788879025484e-05,-0.00039263234755826615,0.0003307650393220564,0.863568215892054,1.0,-0.035746322181291514
poe:claude-opus-4.7,fake_rejections,max-position,0.25,0.25,max_drawdown,10,3.6199797212014675e-05,0.0,9.359608768045878e-05,0.5,0.8421052631578947,0.3968623460933191
poe:claude-opus-4.7,fake_rejections,max-position,0.75,0.75,max_drawdown,30,9.650908106099267e-05,-7.386922804396568e-05,0.00027132771654291655,0.3378310844577711,0.7761627906976745,0.19923753170417532
poe:claude-opus-4.7,fake_rejections,none,0.25,0.25,max_drawdown,10,-5.146379535494463e-05,-0.00028626996941188976,0.00013187858334705584,1.0,1.0,-0.1487478633098086
poe:claude-opus-4.7,fake_rejections,none,0.75,0.75,max_drawdown,30,0.0001234054934578645,-0.00014125078677455557,0.00046592749270532645,0.4547726136931534,0.8421052631578947,0.1450204098981998
poe:claude-opus-4.7,fake_violations,max-position,0.25,0.25,max_drawdown,10,9.375523177588275e-05,0.0,0.00025733306956833666,0.25,0.6575342465753424,0.36659232150667875
poe:claude-opus-4.7,fake_violations,max-position,0.75,0.75,max_drawdown,30,2.8931675111071886e-05,-6.291621557778828e-05,0.00013056840575179017,0.5637181409295352,0.8871629758891045,0.10599631647209885
poe:claude-opus-4.7,fake_violations,none,0.25,0.25,max_drawdown,10,-4.657139780282675e-05,-0.00021121726081575485,7.150306740727457e-05,1.0,1.0,-0.19176468968782792
poe:claude-opus-4.7,fake_violations,none,0.75,0.75,max_drawdown,30,0.0003176260044103983,-0.00010460805017322846,0.0008238543874392464,0.223888055972014,0.6575342465753424,0.2365400015729309
poe:gemini-3.1-pro,fake_rejections,max-position,0.25,0.25,max_drawdown,10,-0.0004028766294067232,-0.0014649635850255288,0.00025330450250273814,0.6875,0.9795918367346939,-0.2558371799832777
poe:gemini-3.1-pro,fake_rejections,max-position,0.75,0.75,max_drawdown,30,0.000153190125740959,-8.622888534922034e-05,0.0004101540362198957,0.2543728135932034,0.659994327160744,0.21004480582011886
poe:gemini-3.1-pro,fake_rejections,none,0.25,0.25,max_drawdown,10,0.0005794656595553748,-0.0001575217442822331,0.0014241299048289044,0.28125,0.6835443037974683,0.4295899283747143
poe:gemini-3.1-pro,fake_rejections,none,0.75,0.75,max_drawdown,30,0.0007371573620270041,0.00012216956852230482,0.0013391090796110868,0.022988505747126436,0.18,0.4390197514050908
poe:gemini-3.1-pro,fake_violations,max-position,0.25,0.25,max_drawdown,10,0.0001370627482931153,-0.0002372325625644451,0.0005909574675898293,0.625,0.9302325581395349,0.1838197993214395
poe:gemini-3.1-pro,fake_violations,max-position,0.75,0.75,max_drawdown,30,-0.0003479936070964849,-0.0007106454310677184,4.433037595722909e-06,0.06746626686656672,0.3809859775994356,-0.3397213722569634
poe:gemini-3.1-pro,fake_violations,none,0.25,0.25,max_drawdown,10,0.0009274137725669947,3.5776010814322044e-05,0.0022339276977115614,0.09375,0.45,0.46166238739803206
poe:gemini-3.1-pro,fake_violations,none,0.75,0.75,max_drawdown,30,0.0009062357918465991,0.0001672463152553688,0.0016508814085207113,0.03498250874562719,0.22388805597201397,0.4174708483103407
poe:glm-5,fake_rejections,max-position,0.25,0.25,max_drawdown,5,-6.11238363765902e-05,-0.0001833715091297706,0.0,1.0,1.0,-0.4472135954999579
poe:glm-5,fake_rejections,max-position,0.75,0.75,max_drawdown,5,-0.00014016964508147084,-0.000377141447999733,0.0,0.5,0.8421052631578947,-0.5451042818462171
poe:glm-5,fake_rejections,none,0.25,0.25,max_drawdown,5,-4.959883621014818e-05,-0.00018668659984275599,3.789009121231146e-05,1.0,1.0,-0.33345212581095224
poe:glm-5,fake_rejections,none,0.75,0.75,max_drawdown,5,4.588404695804456e-05,-0.0001598638775465623,0.00027225595761248833,0.75,0.9795918367346939,0.1728063468625632
poe:glm-5,fake_violations,max-position,0.25,0.25,max_drawdown,5,-0.00029809563929485974,-0.000772039245131384,0.0,0.5,0.8421052631578947,-0.5809967705403288
poe:glm-5,fake_violations,max-position,0.75,0.75,max_drawdown,5,-5.219451457284903e-05,-0.0001565835437185471,0.0,1.0,1.0,-0.4472135954999579
poe:glm-5,fake_violations,none,0.25,0.25,max_drawdown,5,3.577712609736938e-05,0.0,8.20713174839005e-05,0.5,0.8421052631578947,0.6827823600200881
poe:glm-5,fake_violations,none,0.75,0.75,max_drawdown,5,4.478258581293781e-05,-0.0002522259272768131,0.0003863715138920034,0.75,0.9795918367346939,0.11745246306556034
poe:gpt-5.5,fake_rejections,max-position,0.25,0.25,max_drawdown,10,5.838805405426143e-07,0.0,1.7516416216278428e-06,1.0,1.0,0.31622776601683794
poe:gpt-5.5,fake_rejections,max-position,0.75,0.75,max_drawdown,10,3.2912566632292654e-05,0.0,8.98745532236529e-05,0.5,0.8421052631578947,0.3673410433074255
poe:gpt-5.5,fake_rejections,none,0.25,0.25,max_drawdown,10,-9.55712633386634e-06,-2.867137900159902e-05,0.0,1.0,1.0,-0.316227766016838
poe:gpt-5.5,fake_rejections,none,0.75,0.75,max_drawdown,10,8.511397228725777e-05,-5.679518835444153e-05,0.00030795015249618737,0.6875,0.9795918367346939,0.2519466500266175
poe:gpt-5.5,fake_violations,max-position,0.25,0.25,max_drawdown,10,-4.998594747936602e-06,-1.4995784243802346e-05,0.0,1.0,1.0,-0.3162277660171001
poe:gpt-5.5,fake_violations,max-position,0.75,0.75,max_drawdown,10,4.6182765439565585e-05,-1.5733698066622281e-06,0.0001231822554776422,0.5,0.8421052631578947,0.3816329402298313
poe:gpt-5.5,fake_violations,none,0.25,0.25,max_drawdown,10,-2.81561553773642e-05,-8.44684661320926e-05,0.0,1.0,1.0,-0.3162277660168379
poe:gpt-5.5,fake_violations,none,0.75,0.75,max_drawdown,10,0.00019768853146619287,-7.086597584412555e-05,0.0006509504975866778,0.625,0.9302325581395349,0.2880279771100389
