scenario,level,agent,agent_type,seed_count,sharpe_mean,sharpe_std,sharpe_ci_low,sharpe_ci_high,return_mean,fill_rate_mean,rank
jump_tail,E2_harsh_corner,poe:gemini-3.1-pro,llm,10,3.816039831514548,5.908778882667836,0.5582087139775942,7.444199137668733,0.04338347425995971,0.4555502392344498,9
jump_tail,E2_harsh_corner,poe:glm-5,llm,10,4.3161326442136225,6.440694242791865,0.7255952269272987,8.236240279697089,0.044600103648029854,0.49192052099946837,6
jump_tail,E2_harsh_corner,poe:gpt-5.5,llm,10,3.9999800127703056,6.243523519254597,0.4730603038882265,7.8094926305112935,0.04577515486003382,0.5118933697881066,7
jump_tail,E2_harsh_corner,random,classical,10,3.6061928959651666,6.4534435627051705,-0.3071311642306953,7.120138591919914,0.05117161441370731,0.48888528138528137,10
jump_tail,E2_harsh_corner,risk-parity,classical,10,4.593361870696344,5.336014276062909,1.6193965210627415,7.817208176174501,0.06629998927664747,0.4728260869565218,4
jump_tail,E2_harsh_corner,signal-weighted,classical,10,0.6277257318302985,5.015669673627249,-2.37457238154498,3.4601199577837662,0.0005514565910619051,0.362553035200094,12
jump_tail,E2_latency_3,buy-and-hold,classical,10,4.82804710543726,5.545418341337756,1.6067964028645743,8.056035019859456,0.06286126472403958,0.5021739130434782,3
jump_tail,E2_latency_3,deepseek:deepseek-v4-pro,llm,10,4.169738793945312,5.682797022330975,0.8873692448508222,7.640771672892411,0.04861487659955258,0.48628921001599024,7
jump_tail,E2_latency_3,mean-reversion,classical,10,2.762871698604008,6.151053168399259,-0.6698595737767945,6.377886475178729,0.036792566110973424,0.4257142857142857,11
jump_tail,E2_latency_3,minimum-variance,classical,10,4.9831762159140185,5.273532037558757,2.0303001769592166,8.21066107170114,0.07202795666852843,0.48233342744212304,2
jump_tail,E2_latency_3,naive-momentum,classical,10,5.251356227071075,3.992394285373746,2.8841511873714087,7.451668552062967,0.06307700200147538,0.48643523143523143,1
jump_tail,E2_latency_3,poe:claude-opus-4.7,llm,10,4.6682121956400024,5.856255279656638,1.3359330497266464,8.337880380209613,0.05456860454917548,0.49496354522670316,5
jump_tail,E2_latency_3,poe:gemini-3.1-pro,llm,10,3.5169711673910498,5.48781389172459,0.48614524959081573,6.925695499809211,0.03519111432018701,0.4408831570905874,10
jump_tail,E2_latency_3,poe:glm-5,llm,10,3.5997427410414793,5.599165720923375,0.42832567554280027,7.061147067392701,0.040922368467439116,0.48586926317576473,9
jump_tail,E2_latency_3,poe:gpt-5.5,llm,10,4.21805673061042,6.303662041448855,0.6782821047118655,8.09250048757011,0.048913068356004605,0.5028708133971291,6
jump_tail,E2_latency_3,random,classical,10,3.8069284211589873,6.394506248843867,-0.11699904845290239,7.303505665642545,0.05330136313047906,0.4772943722943723,8
jump_tail,E2_latency_3,risk-parity,classical,10,4.768348430920038,5.32452159728751,1.7804083783177624,7.98454303764169,0.06846264666786167,0.475,4
jump_tail,E2_latency_3,signal-weighted,classical,10,1.0251391621342802,5.131068500098334,-2.0638455385340655,3.8774774954398175,0.0015423920296510185,0.362553035200094,12
jump_tail,E2_participation_1pct,buy-and-hold,classical,10,6.92047708306921,6.4210302880665715,3.5811924646531255,11.139180542094685,0.08695090764946378,0.85,4
jump_tail,E2_participation_1pct,deepseek:deepseek-v4-pro,llm,10,6.410673923656664,4.9729290190723505,3.7688517224915614,9.520688506347598,0.06568736090996415,0.8433311425416689,5
jump_tail,E2_participation_1pct,mean-reversion,classical,10,0.7928304472608045,5.281849174553559,-2.2760305266934315,3.9172038797372446,-0.0031862610690801653,0.7067582417582418,12
jump_tail,E2_participation_1pct,minimum-variance,classical,10,7.345512860778247,6.99748077382029,3.3161855889085445,11.660507529400968,0.08630496048857661,0.8386904761904763,2
jump_tail,E2_participation_1pct,naive-momentum,classical,10,7.773446987554547,5.120879444249394,4.848921941810081,10.847416018193394,0.0829133012329871,0.8449884738584428,1
jump_tail,E2_participation_1pct,poe:claude-opus-4.7,llm,10,6.0090920208527505,5.2832092384164655,3.12695841951613,9.302655798628745,0.07476657393578326,0.8706754519989814,6
jump_tail,E2_participation_1pct,poe:gemini-3.1-pro,llm,10,4.2787796601773564,4.946382988022903,1.612963968811171,7.414124994435563,0.0574852934141171,0.8100517598343686,11
jump_tail,E2_participation_1pct,poe:glm-5,llm,10,5.110638072429147,3.593243725688308,2.949725054636072,7.1556903350155805,0.06579132915799642,0.8557791537667698,9
jump_tail,E2_participation_1pct,poe:gpt-5.5,llm,10,5.881686699334204,5.710278620960318,2.6890293105884373,9.317547752433516,0.0751841207191818,0.8577027796764639,7
jump_tail,E2_participation_1pct,random,classical,10,5.751328909786703,3.9554002592257587,3.3001874767959536,7.956871586722284,0.061590711929398044,0.7913372859025033,8
jump_tail,E2_participation_1pct,risk-parity,classical,10,7.134670147795428,6.616514234507655,3.613101730061897,11.340223704819772,0.08019761644540452,0.85,3
jump_tail,E2_participation_1pct,signal-weighted,classical,10,4.622249913747466,5.320682720728463,1.2162944380249539,7.603623932002323,0.016781804865422457,0.7696153846153846,10
jump_tail,E2_spread_20bps,buy-and-hold,classical,10,6.672696459834981,6.325602265174651,3.3658478983459275,10.82347580145779,0.08387844111143465,0.8458333333333334,4
jump_tail,E2_spread_20bps,deepseek:deepseek-v4-pro,llm,10,6.183608814861139,4.855567075690141,3.583433292298944,9.18710430262214,0.06316546985988833,0.8480641580641581,6
jump_tail,E2_spread_20bps,mean-reversion,classical,10,0.6056658613775567,5.252836077550143,-2.4386369988535535,3.714583438602439,-0.0049790466290011385,0.7067582417582418,12
jump_tail,E2_spread_20bps,minimum-variance,classical,10,7.033707826603843,6.9104212311545785,3.0292322816085586,11.304771939795861,0.0827483554782314,0.8428571428571429,2
jump_tail,E2_spread_20bps,naive-momentum,classical,10,7.471738971002816,5.079460289296705,4.574955558170368,10.481985965019868,0.0799435753567712,0.8503234020881079,1
jump_tail,E2_spread_20bps,poe:claude-opus-4.7,llm,10,5.701747704597333,5.458275470851267,2.7140949838679775,9.039121813430317,0.07192383812855883,0.8699879042526101,7
jump_tail,E2_spread_20bps,poe:gemini-3.1-pro,llm,10,6.590189717671559,6.131006731354403,3.571428876956431,10.499532844986149,0.07299196829457517,0.8190151515151515,5
jump_tail,E2_spread_20bps,poe:glm-5,llm,10,4.650156787573353,5.750103846461703,1.4556222444306495,8.160830657492031,0.0560525310719206,0.8521717171717171,10
jump_tail,E2_spread_20bps,poe:gpt-5.5,llm,10,5.536679324542773,5.834704407074484,2.2428203944818006,9.02281275638781,0.07166892764261988,0.8607894241532685,8
jump_tail,E2_spread_20bps,random,classical,10,5.364397666786829,3.984972835450707,2.8884450703201314,7.5753334509496,0.05783697962643005,0.7913372859025033,9
jump_tail,E2_spread_20bps,risk-parity,classical,10,6.823314553774862,6.506229313031379,3.331621026828267,10.933036631633238,0.07672690352782756,0.85,3
jump_tail,E2_spread_20bps,signal-weighted,classical,10,4.281693631580291,5.295060482225345,0.8411978762313733,7.252579769492042,0.015317939332891717,0.7696153846153846,11
