kind,dose,decay,risk,run_count,memory_driven_leverage_amplification_mean,memory_driven_leverage_amplification_std,memory_driven_leverage_amplification_ci_low,memory_driven_leverage_amplification_ci_high,memory_pollution_ratio_mean,total_return_mean,max_drawdown_mean
fake_rejections,0.25,0.85,none,10,0.4239499047443099,0.01998360867927558,0.41200098634983257,0.4356724303539098,0.19545284867122553,0.30139692303627924,-0.023594840078909173
fake_rejections,0.25,1.0,max-position,10,0.4229583333333333,0.022324806622695315,0.40979166666666667,0.4359166666666667,0.19736111111111115,0.22204781741193483,-0.018821526778287013
fake_rejections,0.25,1.0,none,10,0.4234916666666667,0.02132228582223737,0.4107833333333334,0.436125,0.1965277777777778,0.3005614403754593,-0.023743336668057502
fake_rejections,0.5,0.6,max-position,10,0.3424642609299098,0.016108811472362972,0.33226026486236415,0.35075093974092064,0.3948760442761421,0.20451000856083495,-0.01574185507544077
fake_rejections,0.5,0.6,none,10,0.34309899086282675,0.016012173614803803,0.33262128440897526,0.3510940752949341,0.39438969220582054,0.23965160628280713,-0.019884975818242168
fake_rejections,0.5,0.85,max-position,10,0.37681978698480967,0.01881127636819322,0.36565106065214986,0.3874463013645533,0.39666880444700947,0.2141881707023768,-0.01753211513279653
fake_rejections,0.5,0.85,none,10,0.3775500098692914,0.017827218549072828,0.3667399215259673,0.38768501145343376,0.39618881351369684,0.2801694931901738,-0.021487681268672586
fake_rejections,0.5,1.0,max-position,10,0.3765041666666667,0.019713460984349784,0.3649291666666667,0.3878416666666667,0.39772222222222225,0.21333814146177485,-0.01766653502734703
fake_rejections,0.5,1.0,none,10,0.37725000000000003,0.018688025148490602,0.3662,0.38825000000000004,0.39722222222222225,0.28051115028007134,-0.02200335527583288
fake_rejections,0.75,0.6,max-position,10,0.18608096229470278,0.008905745741048571,0.1802591371732593,0.19071781748785566,0.7852408210855473,0.13414187917935735,-0.012028517689650497
fake_rejections,0.75,0.6,none,10,0.18608096229470278,0.008905745741048571,0.1802591371732593,0.19071781748785566,0.7852408210855473,0.13530489119495462,-0.012457361531357503
fake_rejections,0.75,0.85,max-position,10,0.18621156920399093,0.008807459648558008,0.18065992570540684,0.1908927145880977,0.7862359421972908,0.13621262266107653,-0.011166356318090487
