kind,decay,risk,dose,outcome,paired_n,mean_delta_vs_dose0,delta_ci_low,delta_ci_high,permutation_p_value,q_value,cohens_d
fake_rejections,0.85,none,0.1,total_return,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_rejections,0.85,none,0.1,max_drawdown,10,0.0,0.0,0.0,1.0,1.0,0.0
fake_rejections,0.85,none,0.25,memory_driven_leverage_amplification,10,-0.06108342858902348,-0.06422632036443139,-0.05810983582849807,0.001953125,0.002999680034129693,-11.817310480060348
fake_rejections,0.85,none,0.25,max_memory_driven_leverage_amplification,10,-0.10111316338069473,-0.1222263267613894,-0.08000000000000007,0.001953125,0.002999680034129693,-2.974316986438742
fake_rejections,0.85,none,0.25,memory_pollution_ratio,10,0.19545284867122553,0.19218994227024394,0.19875100474375051,0.001953125,0.002999680034129693,34.978264156655946
fake_rejections,0.85,none,0.25,total_return,10,-0.015322572665613588,-0.023821471938113126,-0.0067740588310150505,0.01171875,0.016276041666666668,-1.0683849609973641
fake_rejections,0.85,none,0.25,max_drawdown,10,0.00266576736861186,0.0006909382295534283,0.004752435921613984,0.037109375,0.05045081193353474,0.7715619066005612
fake_rejections,0.85,none,0.5,memory_driven_leverage_amplification,10,-0.10748332346404192,-0.11218531297415431,-0.10326098460207973,0.001953125,0.002999680034129693,-14.220631859735551
fake_rejections,0.85,none,0.5,max_memory_driven_leverage_amplification,10,-0.1259521791226885,-0.17190435824537692,-0.08000000000000007,0.001953125,0.002999680034129693,-1.7022856442600258
fake_rejections,0.85,none,0.5,memory_pollution_ratio,10,0.39618881351369684,0.39262822299958455,0.39977813241017873,0.001953125,0.002999680034129693,64.61588243831598
