window,level,agent,seed,total_return,sharpe,execution_fill_rate,turnover_events
rates_drawdown_2022,E0_ideal,random,3,0.15697492129311974,2.6312959083799723,1.0,344
rates_drawdown_2022,E0_ideal,random,4,0.1748472566743331,2.727458050285717,0.9912790697674418,341
rates_drawdown_2022,E0_ideal,random,5,0.08792079042521661,1.6106507070531608,1.0,333
rates_drawdown_2022,E0_ideal,random,6,0.1761321422258395,2.815224040374599,1.0,338
rates_drawdown_2022,E0_ideal,random,7,0.06732303812417495,1.199300596766236,1.0,332
rates_drawdown_2022,E0_ideal,random,8,0.116503286246463,1.8783806071532982,0.9911764705882353,337
rates_drawdown_2022,E0_ideal,random,9,0.15156707661326396,2.433959268746643,0.9971428571428571,349
rates_drawdown_2022,E0_ideal,random,10,0.1794384194780354,2.797002241476991,0.993993993993994,331
rates_drawdown_2022,E1_default_stress,buy-and-hold,1,0.36029626487378885,3.8197294272128817,0.8991596638655462,321
rates_drawdown_2022,E1_default_stress,buy-and-hold,2,0.1659309123126944,1.9535162222720814,0.9124293785310734,323
rates_drawdown_2022,E1_default_stress,buy-and-hold,3,0.24836772000360896,3.074983403050871,0.8828571428571429,309
rates_drawdown_2022,E1_default_stress,buy-and-hold,4,0.3055893456279921,3.3941079959825466,0.9025787965616046,315
rates_drawdown_2022,E1_default_stress,buy-and-hold,5,0.40900327216217325,4.533893762844569,0.8777777777777778,316
rates_drawdown_2022,E1_default_stress,buy-and-hold,6,0.2182803568320153,2.689264639740271,0.8785310734463276,311
rates_drawdown_2022,E1_default_stress,buy-and-hold,7,0.25000214395523246,2.8639125987058613,0.9098591549295775,323
rates_drawdown_2022,E1_default_stress,buy-and-hold,8,0.20768071610416117,2.4534890307658688,0.9047619047619048,323
rates_drawdown_2022,E1_default_stress,buy-and-hold,9,0.27462689892820746,2.994352137038279,0.9050279329608939,324
rates_drawdown_2022,E1_default_stress,buy-and-hold,10,0.20716443379219496,2.3867188576208966,0.8851540616246498,316
rates_drawdown_2022,E1_default_stress,signal-weighted,1,0.4752211450401027,8.484170896860435,0.8952380952380953,188
rates_drawdown_2022,E1_default_stress,signal-weighted,2,0.39182187986490846,7.551766427531577,0.9010416666666666,173
rates_drawdown_2022,E1_default_stress,signal-weighted,3,0.43726530218764914,8.276407272923995,0.8774509803921569,179
rates_drawdown_2022,E1_default_stress,signal-weighted,4,0.41146364916044,7.917073290626067,0.8888888888888888,176
rates_drawdown_2022,E1_default_stress,signal-weighted,5,0.485887630987589,9.677282803483315,0.925,185
rates_drawdown_2022,E1_default_stress,signal-weighted,6,0.3953287051367731,7.767929970539662,0.9065934065934066,165
rates_drawdown_2022,E1_default_stress,signal-weighted,7,0.39328482355484584,7.601937226030804,0.895,179
rates_drawdown_2022,E1_default_stress,signal-weighted,8,0.42492619712553403,8.106254161554954,0.9067357512953368,175
rates_drawdown_2022,E1_default_stress,signal-weighted,9,0.4323374206091144,8.37328056364692,0.8926829268292683,183
rates_drawdown_2022,E1_default_stress,signal-weighted,10,0.39881190161290103,8.350059291619543,0.8941798941798942,169
rates_drawdown_2022,E1_default_stress,naive-momentum,1,0.7075063041259575,10.24485812015081,0.8908296943231441,204
rates_drawdown_2022,E1_default_stress,naive-momentum,2,0.5173148943475567,8.991536204064095,0.9103139013452914,203
rates_drawdown_2022,E1_default_stress,naive-momentum,3,0.5213212476894071,8.60162286921752,0.915929203539823,207
rates_drawdown_2022,E1_default_stress,naive-momentum,4,0.5487078087044952,7.936959467494076,0.8931623931623932,209
rates_drawdown_2022,E1_default_stress,naive-momentum,5,0.629620878579634,8.91169275009584,0.9113924050632911,216
rates_drawdown_2022,E1_default_stress,naive-momentum,6,0.555470586715977,8.599624016180638,0.9095238095238095,191
rates_drawdown_2022,E1_default_stress,naive-momentum,7,0.5732967569561107,8.228901569377255,0.8927038626609443,208
rates_drawdown_2022,E1_default_stress,naive-momentum,8,0.5129026132437005,8.943365189635271,0.9090909090909091,210
rates_drawdown_2022,E1_default_stress,naive-momentum,9,0.5934343395913619,8.29078772880004,0.9017094017094017,211
rates_drawdown_2022,E1_default_stress,naive-momentum,10,0.5674754428786877,8.422737093495424,0.9004329004329005,208
rates_drawdown_2022,E1_default_stress,mean-reversion,1,-0.2542699859207451,-6.368833208613526,0.8902439024390244,146
rates_drawdown_2022,E1_default_stress,mean-reversion,2,-0.31278160026037294,-7.736936325141328,0.9263803680981595,151
